episode_uid,experiment_split,case_id,temporal_overlap_seed_mode,suite,task_id,init_state_id,rollout_seed,task_description,target_objects,success,critical_event_type,critical_event_t,failure_type,final_t,episode_goal_progress_max,collector_event,collector_event_on_success,event_chunk_goal_progress_end,event_chunk_target_lift_max,event_chunk_drop_candidate,event_chunk_wrong_object_candidate
temporal_overlap_passive_20260821__cal_long_mug_independent__libero_10_with_mug__task4__init0__max_value__l0|libero_10_with_mug|4|0|0|9|1320873,calibration,cal_long_mug_task4_init0,independent,libero_10_with_mug,4,0,1320873,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",True,target_drop_candidate,115,success,218,1.0,True,True,0.5,0.00900008176042394,1.0,0.0
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|0|1300000,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300000,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|1|1300097,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300097,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|2|1300194,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300194,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|3|1300291,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300291,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|4|1300388,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300388,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_coupled__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|5|1300485,calibration,cal_milk_task5_init0,coupled,libero_spatial_with_milk,5,0,1300485,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|0|1300000,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300000,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|10|1300970,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300970,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|11|1301067,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301067,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|12|1301164,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301164,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|13|1301261,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301261,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|14|1301358,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301358,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|15|1301455,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301455,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|16|1301552,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301552,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|17|1301649,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301649,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|18|1301746,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301746,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|19|1301843,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1301843,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|1|1300097,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300097,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|2|1300194,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300194,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|3|1300291,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300291,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|4|1300388,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300388,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|5|1300485,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300485,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|6|1300582,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300582,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|7|1300679,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300679,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|8|1300776,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300776,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_milk_independent__libero_spatial_with_milk__task5__init0__max_value__l0|libero_spatial_with_milk|5|0|0|9|1300873,calibration,cal_milk_task5_init0,independent,libero_spatial_with_milk,5,0,1300873,pick the akita black bowl next to the ramekin and place it on the plate,akita_black_bowl_1,False,none,-1,timeout_no_goal,220,0.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|0|1330000,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330000,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|1|1330097,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330097,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|2|1330194,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330194,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|3|1330291,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330291,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|4|1330388,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330388,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_coupled__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|5|1330485,calibration,cal_spatial_mug_task0_init0,coupled,libero_spatial_with_mug,0,0,1330485,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|0|1330000,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330000,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|10|1330970,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330970,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,84,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|11|1331067,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331067,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|12|1331164,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331164,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,81,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|13|1331261,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331261,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,80,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|14|1331358,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331358,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|15|1331455,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331455,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,81,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|16|1331552,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331552,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,81,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|17|1331649,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331649,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|18|1331746,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331746,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|19|1331843,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1331843,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,79,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|1|1330097,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330097,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|2|1330194,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330194,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|3|1330291,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330291,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,79,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|4|1330388,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330388,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,84,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|5|1330485,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330485,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,84,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|6|1330582,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330582,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,82,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|7|1330679,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330679,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|8|1330776,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330776,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,83,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_spatial_mug_independent__libero_spatial_with_mug__task0__init0__max_value__l0|libero_spatial_with_mug|0|0|0|9|1330873,calibration,cal_spatial_mug_task0_init0,independent,libero_spatial_with_mug,0,0,1330873,pick up the black bowl between the plate and the ramekin and place it on the plate,akita_black_bowl_1,True,none,-1,success,81,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|0|1310000,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310000,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|1|1310097,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310097,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|2|1310194,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310194,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|3|1310291,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310291,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,117,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|4|1310388,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310388,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_coupled__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|5|1310485,calibration,cal_yellow_task8_init0,coupled,libero_spatial_with_yellow_book,8,0,1310485,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,113,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|0|1310000,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310000,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|10|1310970,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310970,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|11|1311067,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311067,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,115,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|12|1311164,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311164,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,111,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|13|1311261,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311261,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|14|1311358,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311358,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|15|1311455,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311455,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,113,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|16|1311552,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311552,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|17|1311649,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311649,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,112,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|18|1311746,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311746,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|19|1311843,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1311843,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|1|1310097,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310097,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,113,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|2|1310194,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310194,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|3|1310291,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310291,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,115,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|4|1310388,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310388,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,118,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|5|1310485,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310485,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,113,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|6|1310582,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310582,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,112,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|7|1310679,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310679,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,115,1.0,False,False,,,,
