family,feature_count,target_variant,alpha,leave_one_task__adjusted_gain,leave_one_task__raw_gain,leave_one_task__rescues,leave_one_task__harms,leave_one_task__rescue_vs_harm_auc,leave_one_task__effect_spearman,leave_one_task__worst_cell_adjusted_gain,leave_one_task__quintile_monotonic_rho,leave_one_task__quintile_top_minus_bottom,leave_one_level__adjusted_gain,leave_one_level__raw_gain,leave_one_level__rescues,leave_one_level__harms,leave_one_level__rescue_vs_harm_auc,leave_one_level__effect_spearman,leave_one_level__worst_cell_adjusted_gain,leave_one_level__quintile_monotonic_rho,leave_one_level__quintile_top_minus_bottom,leave_one_cell__adjusted_gain,leave_one_cell__raw_gain,leave_one_cell__rescues,leave_one_cell__harms,leave_one_cell__rescue_vs_harm_auc,leave_one_cell__effect_spearman,leave_one_cell__worst_cell_adjusted_gain,leave_one_cell__quintile_monotonic_rho,leave_one_cell__quintile_top_minus_bottom,within_cell_grouped5__adjusted_gain,within_cell_grouped5__raw_gain,within_cell_grouped5__rescues,within_cell_grouped5__harms,within_cell_grouped5__rescue_vs_harm_auc,within_cell_grouped5__effect_spearman,within_cell_grouped5__worst_cell_adjusted_gain,within_cell_grouped5__quintile_monotonic_rho,within_cell_grouped5__quintile_top_minus_bottom,min_transfer_adjusted_gain,min_transfer_auc,min_transfer_worst_cell,min_transfer_monotonic_rho
relative_object_oracle_dynamic_slopes,374,direct_grounded,10.0,-0.0018749999999999988,0.003125,15,13,0.5352393617021277,0.036727534908991936,-0.10374999999999998,0.41039134083406165,0.046875,-0.020624999999999994,-0.015625,13,23,0.3894946808510638,-0.09829230399734029,-0.26187499999999997,-0.9999999999999999,-0.1171875,-0.0018749999999999982,0.003125,14,12,0.4563829787234043,-0.03609963307105546,-0.18562499999999998,-0.39999999999999997,-0.0390625,0.016875,0.021875,26,12,0.7787234042553192,0.2855335355258792,-0.08062499999999999,0.8999999999999998,0.421875,-0.020624999999999994,0.3894946808510638,-0.26187499999999997,-0.9999999999999999
relative_oracle_dynamic_slopes,282,direct_terminal_utility,1.0,-0.020624999999999998,-0.015625,10,20,0.498936170212766,-0.0007625988966959024,-0.289375,0.0,-0.0234375,-0.009687499999999996,-0.0046875,7,10,0.5375,0.04319052975885738,-0.14062499999999997,0.6,0.015625,-0.011249999999999998,-0.00625,9,13,0.4226063829787234,-0.05318562644527717,-0.13374999999999998,-0.6,-0.03125,0.030937499999999996,0.0359375,31,8,0.8066489361702127,0.3201510902888164,-0.037499999999999985,0.9999999999999999,0.484375,-0.020624999999999998,0.4226063829787234,-0.289375,-0.6
relative_control,80,direct_success,1.0,0.0059375,0.0109375,17,10,0.5396276595744681,0.05194624923998464,-0.05812499999999998,0.41039134083406165,0.078125,-0.020624999999999998,-0.015625,12,22,0.3884308510638298,-0.0947314558372702,-0.20937499999999995,-0.8720815992723809,-0.1484375,-0.0018749999999999975,0.003125,14,12,0.4613031914893617,-0.023043463591974782,-0.10499999999999998,-0.3,-0.015625,0.0278125,0.0328125,27,6,0.7894946808510638,0.29500093184490306,-0.05624999999999999,0.8999999999999998,0.5,-0.020624999999999998,0.3884308510638298,-0.20937499999999995,-0.8720815992723809
relative_oracle_additive,97,ridge_potential_success,0.1,-0.012812499999999996,-0.0078125,13,18,0.43450797872340424,-0.045735198176227156,-0.07874999999999999,-0.6,-0.0390625,-0.017499999999999995,-0.0125,13,21,0.3883643617021277,-0.1030282522095057,-0.20749999999999996,-0.8999999999999998,-0.1484375,-0.020624999999999998,-0.015625,8,18,0.3928191489361702,-0.08065996090171866,-0.24812499999999998,-0.39999999999999997,-0.1875,0.029375000000000002,0.034375,29,7,0.8110372340425532,0.3287482987480478,-0.060625,0.9999999999999999,0.5,-0.020624999999999998,0.3883643617021277,-0.24812499999999998,-0.8999999999999998
relative_control,80,direct_success,0.01,0.0059375,0.0109375,17,10,0.5058510638297873,0.026810053296064614,-0.05625,0.39999999999999997,0.0078125,-0.022187499999999992,-0.0171875,13,24,0.39986702127659574,-0.08861382753135806,-0.20999999999999996,-0.8720815992723809,-0.1328125,-0.001874999999999997,0.003125,13,11,0.45252659574468085,-0.02843750586881952,-0.105625,-0.3,-0.03125,0.0309375,0.0359375,28,5,0.7821808510638298,0.2871248498633571,-0.030624999999999996,0.8999999999999998,0.4921875,-0.022187499999999992,0.39986702127659574,-0.20999999999999996,-0.8720815992723809
relative_control,80,direct_success,0.1,0.004375,0.009375,16,10,0.5234042553191489,0.039989421304498424,-0.05625,0.3,0.0234375,-0.022187499999999992,-0.0171875,12,23,0.39574468085106385,-0.09261161980886727,-0.20999999999999996,-0.9999999999999999,-0.1328125,-0.0034374999999999974,0.0015625,13,12,0.4550531914893617,-0.026153815796376916,-0.105625,-0.49999999999999994,-0.046875,0.0278125,0.0328125,26,5,0.7873670212765957,0.2941192410364991,-0.030624999999999996,0.8999999999999998,0.484375,-0.022187499999999992,0.39574468085106385,-0.20999999999999996,-0.9999999999999999
relative_oracle_dynamic_slopes,282,direct_success,1.0,-0.022187499999999995,-0.0171875,9,20,0.4954787234042553,-0.0016668761021479096,-0.286875,-0.09999999999999999,-0.0546875,-0.014374999999999995,-0.009375,7,13,0.5214095744680851,0.023519831238806903,-0.220625,0.10259783520851541,0.0,-0.014374999999999995,-0.009375,8,14,0.4139627659574468,-0.06090524629454458,-0.13437499999999997,-0.7181848464596079,-0.0546875,0.027812500000000007,0.0328125,30,9,0.8019946808510638,0.3184082417602341,-0.053125,0.9999999999999999,0.4453125,-0.022187499999999995,0.4139627659574468,-0.286875,-0.7181848464596079
relative_oracle_dynamic_slopes,282,direct_success,10.0,-0.0018750000000000004,0.003125,14,12,0.4952127659574468,0.004981327203511737,-0.130625,0.19999999999999998,0.046875,-0.022187499999999995,-0.0171875,11,22,0.34654255319148936,-0.1349873966269359,-0.21125,-0.8999999999999998,-0.1484375,-0.004999999999999999,0.0,13,13,0.43377659574468086,-0.05482457754743838,-0.18624999999999997,-0.5797509043642028,-0.015625,0.026249999999999996,0.03125,31,11,0.8099734042553192,0.3369385325602391,-0.027499999999999997,0.9999999999999999,0.4765625,-0.022187499999999995,0.34654255319148936,-0.21125,-0.8999999999999998
relative_oracle_dynamic_slopes,282,direct_grounded,0.01,0.002812500000000001,0.0078125,14,9,0.5252659574468085,0.03687578380598021,-0.026249999999999996,0.6668859288553501,0.0859375,-0.0221875,-0.0171875,7,18,0.5210106382978723,0.020721581975432706,-0.24812499999999998,0.09999999999999999,-0.0390625,-0.0221875,-0.0171875,7,18,0.43497340425531916,-0.04632305769854308,-0.24874999999999997,-0.19999999999999998,-0.1328125,0.026249999999999996,0.03125,30,10,0.7848404255319149,0.29289505831649343,-0.05187499999999999,0.9999999999999999,0.4453125,-0.0221875,0.43497340425531916,-0.24874999999999997,-0.19999999999999998
relative_control,80,direct_terminal_utility,0.01,-0.0034374999999999974,0.0015625,15,14,0.49042553191489363,0.007347970952385451,-0.08249999999999999,-0.19999999999999998,-0.03125,-0.023749999999999993,-0.01875,15,27,0.37792553191489364,-0.11256978156407503,-0.20937499999999995,-0.6,-0.1484375,-0.004999999999999998,0.0,13,13,0.4253989361702128,-0.05682860695824936,-0.10624999999999998,-0.3,-0.0703125,0.029375000000000002,0.034375,29,7,0.7756648936170213,0.2816433366306717,-0.030624999999999996,0.8207826816681233,0.4765625,-0.023749999999999993,0.37792553191489364,-0.20937499999999995,-0.6
relative_oracle_interactions,172,direct_grounded,10.0,0.001250000000000002,0.00625,12,8,0.54375,0.03880384079035677,-0.03374999999999999,0.7,0.046875,-0.023749999999999993,-0.01875,11,23,0.3493351063829787,-0.1314963609668326,-0.31499999999999995,-0.7,-0.171875,-0.006562499999999999,-0.0015625,11,12,0.48816489361702126,0.002693941175188541,-0.10687499999999998,-0.09999999999999999,-0.0703125,0.0309375,0.0359375,32,9,0.8199468085106383,0.3511975303475708,-0.029374999999999995,0.9999999999999999,0.5546875,-0.023749999999999993,0.3493351063829787,-0.31499999999999995,-0.7
relative_oracle_dynamic_slopes,282,direct_terminal_utility,0.01,0.004375000000000002,0.009375,14,8,0.5264627659574468,0.041032912848119475,-0.025625,0.6668859288553501,0.0703125,-0.023749999999999997,-0.01875,6,18,0.5308510638297872,0.028416972780593998,-0.24812499999999998,0.09999999999999999,-0.046875,-0.019062499999999996,-0.0140625,8,17,0.4341755319148936,-0.04642490181614166,-0.24874999999999997,-0.39999999999999997,-0.1328125,0.027812499999999997,0.0328125,29,8,0.7864361702127659,0.2897481572150499,-0.05187499999999999,0.9999999999999999,0.4609375,-0.023749999999999997,0.4341755319148936,-0.24874999999999997,-0.39999999999999997
relative_control,80,direct_success,10.0,0.0012500000000000007,0.00625,17,13,0.5852393617021276,0.08588867606206672,-0.039999999999999994,0.8720815992723809,0.1015625,-0.02375,-0.01875,9,21,0.3964095744680851,-0.09082688378030486,-0.18499999999999997,-0.6,-0.1875,-0.0018749999999999982,0.003125,13,11,0.49601063829787234,0.008354502937200558,-0.08062499999999999,0.20519567041703082,0.0390625,0.0278125,0.0328125,26,5,0.7981382978723405,0.302251986620864,-0.03,0.9999999999999999,0.484375,-0.02375,0.3964095744680851,-0.18499999999999997,-0.6
relative_control,80,ridge_potential_success,10.0,0.004375000000000001,0.009375,18,12,0.6332446808510638,0.12262519415431666,-0.041249999999999995,0.8999999999999998,0.203125,-0.025312499999999995,-0.0203125,11,24,0.4014627659574468,-0.08422754657816144,-0.26374999999999993,-0.7,-0.171875,-0.008124999999999997,-0.003125,13,15,0.5029920212765957,0.012838864440851068,-0.10624999999999998,0.3,0.0078125,0.030937499999999996,0.0359375,28,5,0.8002659574468085,0.3098090069327027,-0.03,0.9746794344808964,0.4921875,-0.025312499999999995,0.4014627659574468,-0.26374999999999993,-0.7
relative_object_oracle_dynamic_slopes,374,direct_success,10.0,-0.0034374999999999974,0.0015625,15,14,0.5287234042553192,0.02999843123572373,-0.12937499999999996,0.8999999999999998,0.0546875,-0.025312499999999995,-0.0203125,12,25,0.3848404255319149,-0.10372043120063941,-0.26125,-0.8999999999999998,-0.1640625,-0.0034374999999999987,0.0015625,15,14,0.4413563829787234,-0.05509889960613135,-0.23749999999999996,-0.39999999999999997,-0.0546875,0.026250000000000002,0.03125,30,10,0.777127659574468,0.2821796608951223,-0.054374999999999986,0.8999999999999998,0.4609375,-0.025312499999999995,0.3848404255319149,-0.26125,-0.8999999999999998
relative_control,80,direct_grounded,0.1,-0.0018749999999999988,0.003125,14,12,0.5022606382978724,0.01954380403481674,-0.10812499999999999,0.0,-0.0078125,-0.025312499999999995,-0.0203125,14,27,0.3719414893617021,-0.11598443413597942,-0.20874999999999994,-0.8999999999999998,-0.1640625,-0.006562499999999997,-0.0015625,13,14,0.43377659574468086,-0.0511705091668244,-0.1125,-0.49999999999999994,-0.0703125,0.0325,0.0375,28,4,0.7804521276595745,0.2852128086877965,-0.030624999999999996,0.8207826816681233,0.5078125,-0.025312499999999995,0.3719414893617021,-0.20874999999999994,-0.8999999999999998
relative_control,80,direct_terminal_utility,0.1,-0.006562499999999999,-0.0015625,14,15,0.5055851063829787,0.020691603666623447,-0.08249999999999998,0.15389675281277312,-0.03125,-0.025312499999999995,-0.0203125,14,27,0.3706117021276596,-0.116341299209339,-0.20937499999999995,-0.8720815992723809,-0.15625,-0.009687499999999998,-0.0046875,13,16,0.4320478723404255,-0.053114171298252355,-0.105625,-0.49999999999999994,-0.1015625,0.030937499999999996,0.0359375,27,4,0.781781914893617,0.2879580825835489,-0.030624999999999996,0.7,0.515625,-0.025312499999999995,0.3706117021276596,-0.20937499999999995,-0.8720815992723809
relative_oracle_dynamic_slopes,282,direct_success,0.01,-0.008124999999999997,-0.003125,12,14,0.475,-0.015479484551456837,-0.11687499999999998,-0.10259783520851541,0.03125,-0.017499999999999995,-0.0125,9,17,0.5079787234042553,0.008387766540125905,-0.24812499999999998,0.09999999999999999,-0.046875,-0.025312499999999995,-0.0203125,8,21,0.3648936170212766,-0.10553186024389498,-0.24999999999999994,-0.39999999999999997,-0.2890625,0.023125,0.028125,28,10,0.7819148936170213,0.2886557969214521,-0.053125,0.9999999999999999,0.4375,-0.025312499999999995,0.3648936170212766,-0.24999999999999994,-0.39999999999999997
relative_oracle_dynamic_slopes,282,direct_terminal_utility,10.0,-0.004999999999999998,0.0,12,12,0.4791223404255319,-0.008122479040252156,-0.13124999999999998,0.15389675281277312,0.0234375,-0.025312499999999995,-0.0203125,9,22,0.3615691489361702,-0.12564935876373282,-0.21187499999999995,-0.7999999999999999,-0.1796875,-0.004999999999999999,0.0,12,12,0.42699468085106385,-0.05718834666396051,-0.18687499999999996,-0.49999999999999994,-0.03125,0.026249999999999996,0.03125,31,11,0.8107712765957447,0.3368642027808627,-0.027499999999999997,0.9999999999999999,0.4921875,-0.025312499999999995,0.3615691489361702,-0.21187499999999995,-0.7999999999999999
relative_object_oracle_dynamic_slopes,374,ridge_potential_success,10.0,-0.006562499999999999,-0.0015625,13,14,0.5261303191489362,0.026045096599043457,-0.13187499999999996,0.15389675281277312,0.03125,-0.025312499999999995,-0.0203125,13,26,0.35784574468085106,-0.13284781795590686,-0.26187499999999997,-0.8999999999999998,-0.1953125,-0.017499999999999995,-0.0125,13,21,0.419813829787234,-0.07574649826091379,-0.21249999999999997,-0.8999999999999998,-0.109375,0.029375000000000002,0.034375,32,10,0.7847074468085107,0.30147682890822647,-0.05499999999999999,0.9999999999999999,0.515625,-0.025312499999999995,0.35784574468085106,-0.26187499999999997,-0.8999999999999998
relative_oracle_dynamic_slopes,282,ridge_potential_success,0.01,-0.008124999999999997,-0.003125,12,14,0.40465425531914895,-0.07818061042608082,-0.11062499999999997,-0.6,-0.046875,-0.006562499999999994,-0.0015625,23,24,0.602061170212766,0.08467554363013217,-0.09999999999999995,0.6668859288553501,0.0703125,-0.026874999999999993,-0.021875,4,18,0.3952127659574468,-0.09016994581764678,-0.24999999999999994,-0.6,-0.1328125,0.032499999999999994,0.0375,34,10,0.7906914893617021,0.31480523392905746,-0.05499999999999998,0.9999999999999999,0.515625,-0.026874999999999993,0.3952127659574468,-0.24999999999999994,-0.6
relative_oracle_dynamic_slopes,282,ridge_potential_success,10.0,-0.014374999999999999,-0.009375,12,18,0.4942154255319149,-0.0011101442909618457,-0.231875,-0.28867513459481287,0.0,-0.026874999999999993,-0.021875,9,23,0.35345744680851066,-0.12924757938477907,-0.20999999999999996,-0.9999999999999999,-0.1953125,-0.003437499999999996,0.0015625,17,16,0.44242021276595744,-0.06098580498728951,-0.131875,-0.41039134083406165,0.0,0.03874999999999999,0.04375,38,10,0.8199468085106383,0.35826694962059946,-0.028125,0.9999999999999999,0.578125,-0.026874999999999993,0.35345744680851066,-0.231875,-0.9999999999999999
relative_oracle_interactions,172,direct_terminal_utility,10.0,0.002812500000000001,0.0078125,13,8,0.530718085106383,0.030835770573560538,-0.03374999999999999,0.49999999999999994,0.078125,-0.026874999999999993,-0.021875,10,24,0.3377659574468085,-0.14132431831509662,-0.31499999999999995,-0.9999999999999999,-0.1953125,-0.008124999999999999,-0.003125,10,12,0.46875,-0.01593326580124088,-0.10687499999999998,-0.09999999999999999,-0.0859375,0.0309375,0.0359375,32,9,0.8226063829787233,0.35060905203902737,-0.029374999999999995,0.9999999999999999,0.53125,-0.026874999999999993,0.3377659574468085,-0.31499999999999995,-0.9999999999999999
relative_oracle_interactions,172,direct_success,10.0,0.004375000000000002,0.009375,14,8,0.5554521276595744,0.046745217992459814,-0.030624999999999993,0.8720815992723809,0.0859375,-0.026875,-0.021875,9,23,0.3492021276595745,-0.1309107572906407,-0.31625,-0.8999999999999998,-0.2109375,-0.012812499999999996,-0.0078125,11,16,0.47034574468085105,-0.01591355403654438,-0.20874999999999994,-0.3,-0.0859375,0.0309375,0.0359375,31,8,0.819813829787234,0.35090062189182974,-0.028124999999999994,0.9999999999999999,0.5234375,-0.026875,0.3492021276595745,-0.31625,-0.8999999999999998
relative_oracle_dynamic_slopes,282,ridge_potential_success,0.1,-0.012812499999999996,-0.0078125,14,19,0.42659574468085104,-0.06111624594766057,-0.18249999999999997,-0.19999999999999998,-0.125,-0.014374999999999999,-0.009375,10,16,0.44248670212765956,-0.04047161492400659,-0.24812499999999998,-0.6,-0.015625,-0.028437499999999994,-0.0234375,4,19,0.3972074468085106,-0.0869601090999433,-0.24812499999999998,-0.7,-0.1640625,0.0340625,0.0390625,34,9,0.8047872340425531,0.3337452319129782,-0.05187499999999999,0.9999999999999999,0.53125,-0.028437499999999994,0.3972074468085106,-0.24812499999999998,-0.7
relative_control,80,ridge_potential_success,1.0,-0.0018749999999999958,0.003125,16,14,0.5602393617021276,0.06668384644950187,-0.04374999999999999,0.6,0.0625,-0.028437499999999994,-0.0234375,11,26,0.38789893617021276,-0.09751324612365884,-0.23687499999999995,-0.49999999999999994,-0.1875,-0.014374999999999999,-0.009375,12,18,0.46402925531914896,-0.02328247763692545,-0.11124999999999999,-0.6,-0.0390625,0.030937499999999996,0.0359375,29,6,0.7882978723404256,0.30331778666460196,-0.055624999999999994,0.8207826816681233,0.5234375,-0.028437499999999994,0.38789893617021276,-0.23687499999999995,-0.6
relative_control,80,direct_grounded,0.01,-0.004999999999999996,0.0,15,15,0.4867021276595745,0.007110197790733901,-0.13374999999999998,-0.19999999999999998,-0.0234375,-0.028437499999999994,-0.0234375,13,28,0.37898936170212766,-0.11157926538807585,-0.20874999999999994,-0.8999999999999998,-0.1640625,-0.006562499999999997,-0.0015625,13,14,0.42792553191489363,-0.05436135107707059,-0.11312499999999999,-0.49999999999999994,-0.078125,0.0309375,0.0359375,27,4,0.7761968085106383,0.2799411436167759,-0.030624999999999996,0.7,0.484375,-0.028437499999999994,0.37898936170212766,-0.20874999999999994,-0.8999999999999998
relative_object_oracle_dynamic_slopes,374,direct_terminal_utility,10.0,-0.0034374999999999974,0.0015625,13,12,0.5240691489361702,0.027322969839938163,-0.07937499999999999,0.15389675281277312,0.046875,-0.028437499999999994,-0.0234375,12,27,0.37779255319148936,-0.1052727326704889,-0.28874999999999995,-0.8999999999999998,-0.203125,-0.008124999999999999,-0.003125,11,13,0.43470744680851064,-0.05646106467901251,-0.21312499999999995,-0.39999999999999997,-0.0859375,0.021562500000000002,0.0265625,27,10,0.7811170212765958,0.2854916480258991,-0.054374999999999986,0.9999999999999999,0.4375,-0.028437499999999994,0.37779255319148936,-0.28874999999999995,-0.8999999999999998
relative_control,80,direct_grounded,1.0,0.0012500000000000024,0.00625,17,13,0.5190159574468085,0.03167721652904245,-0.034375,0.7,0.0390625,-0.028437499999999994,-0.0234375,11,26,0.36768617021276595,-0.11590558707719342,-0.20874999999999994,-0.8999999999999998,-0.1875,-0.008124999999999997,-0.003125,14,16,0.43922872340425534,-0.04761869556557354,-0.11249999999999998,-0.49999999999999994,-0.046875,0.026250000000000002,0.03125,26,6,0.7829787234042553,0.28673964912824634,-0.057499999999999996,0.7,0.484375,-0.028437499999999994,0.36768617021276595,-0.20874999999999994,-0.8999999999999998
relative_control,80,direct_terminal_utility,1.0,-0.0034374999999999974,0.0015625,15,14,0.5199468085106383,0.03263487976388081,-0.05812499999999998,0.7905694150420948,0.0234375,-0.028437499999999994,-0.0234375,10,25,0.36569148936170215,-0.11828619332606048,-0.20937499999999995,-0.8999999999999998,-0.21875,-0.009687499999999998,-0.0046875,14,17,0.43470744680851064,-0.04975865402043748,-0.10499999999999998,-0.49999999999999994,-0.0703125,0.0278125,0.0328125,27,6,0.7845744680851063,0.28793221089238474,-0.056874999999999995,0.8999999999999998,0.484375,-0.028437499999999994,0.36569148936170215,-0.20937499999999995,-0.8999999999999998
relative_control,80,ridge_potential_success,0.1,-0.0003124999999999975,0.0046875,18,15,0.5409574468085107,0.05292070390229691,-0.08562499999999998,0.3,0.015625,-0.028437499999999998,-0.0234375,12,27,0.3738696808510638,-0.11138362772510034,-0.2375,-0.8207826816681233,-0.21875,-0.012812499999999996,-0.0078125,13,18,0.4566489361702128,-0.02775913849733039,-0.13124999999999998,-0.41039134083406165,-0.0625,0.03250000000000001,0.0375,30,6,0.7829787234042553,0.29713132435119527,-0.05625,0.8999999999999998,0.515625,-0.028437499999999998,0.3738696808510638,-0.2375,-0.8207826816681233
relative_control,80,direct_terminal_utility,10.0,-0.0003124999999999968,0.0046875,15,12,0.5602393617021276,0.06189206651466319,-0.03437499999999999,0.8999999999999998,0.0625,-0.029999999999999992,-0.025,7,23,0.36888297872340425,-0.1151068499452206,-0.236875,-0.7,-0.2421875,-0.008124999999999999,-0.003125,12,14,0.4640957446808511,-0.02252192315104651,-0.05499999999999999,-0.49999999999999994,-0.03125,0.029374999999999995,0.034375,27,5,0.7925531914893617,0.2928326377282879,-0.05499999999999999,0.9999999999999999,0.4921875,-0.029999999999999992,0.36888297872340425,-0.236875,-0.7
relative_control,80,ridge_potential_success,0.01,0.002812500000000004,0.0078125,20,15,0.5184840425531915,0.03722576152816231,-0.134375,0.39999999999999997,0.0234375,-0.029999999999999992,-0.025,12,28,0.3482712765957447,-0.13765990124343847,-0.26312499999999994,-0.7,-0.2890625,-0.0065624999999999946,-0.0015625,14,15,0.4509308510638298,-0.03200825262209284,-0.13249999999999998,-0.49999999999999994,-0.0390625,0.032499999999999994,0.0375,30,6,0.7763297872340426,0.28668415869130986,-0.03,0.8999999999999998,0.4921875,-0.029999999999999992,0.3482712765957447,-0.26312499999999994,-0.7
relative_control,80,direct_grounded,10.0,-0.001874999999999997,0.003125,15,13,0.5638297872340425,0.06591901577745264,-0.060624999999999984,0.7999999999999999,0.0703125,-0.03156249999999999,-0.0265625,8,25,0.36542553191489363,-0.1160583532535913,-0.23687499999999995,-0.8999999999999998,-0.203125,-0.009687499999999996,-0.0046875,13,16,0.46808510638297873,-0.02166815734262929,-0.08624999999999998,-0.6,-0.015625,0.027812499999999997,0.0328125,25,4,0.7912234042553191,0.2928917730223774,-0.030624999999999996,0.9999999999999999,0.5,-0.03156249999999999,0.36542553191489363,-0.23687499999999995,-0.8999999999999998
relative_oracle_additive,97,ridge_potential_success,0.01,-0.0315625,-0.0265625,13,30,0.42107712765957445,-0.05855197327839914,-0.33625,-0.19999999999999998,-0.1328125,-0.019062499999999993,-0.0140625,15,24,0.3993351063829787,-0.09247726349203521,-0.2587499999999999,-0.9999999999999999,-0.1484375,-0.017499999999999998,-0.0125,12,20,0.3961436170212766,-0.08731088314428863,-0.22249999999999998,-0.8720815992723809,-0.140625,0.0325,0.0375,32,8,0.8081117021276596,0.3278769805694179,-0.035625000000000004,0.9999999999999999,0.515625,-0.0315625,0.3961436170212766,-0.33625,-0.9999999999999999
relative_object_oracle_dynamic_slopes,374,direct_grounded,0.01,-0.008124999999999997,-0.003125,13,15,0.4856382978723404,-0.013840122787531125,-0.11624999999999996,-0.09999999999999999,0.0625,-0.028437499999999998,-0.0234375,7,22,0.34747340425531914,-0.127404937807015,-0.3974999999999999,-0.6,-0.078125,-0.03624999999999999,-0.03125,9,29,0.31768617021276596,-0.16698328668523846,-0.3749999999999999,-0.8999999999999998,-0.1953125,0.023125000000000003,0.028125,27,9,0.7626329787234043,0.26635686310853474,-0.033749999999999995,0.9999999999999999,0.375,-0.03624999999999999,0.31768617021276596,-0.3974999999999999,-0.8999999999999998
relative_object_oracle_dynamic_slopes,374,direct_terminal_utility,0.01,-0.0034374999999999974,0.0015625,13,12,0.4968085106382979,0.0007625988966959024,-0.14187499999999995,0.0,0.078125,-0.028437499999999987,-0.0234375,9,24,0.35638297872340424,-0.12398001869099784,-0.3993749999999999,-0.6,-0.0703125,-0.03624999999999999,-0.03125,10,30,0.3160904255319149,-0.16655044918544445,-0.3749999999999999,-0.9999999999999999,-0.2265625,0.0246875,0.0296875,28,9,0.7648936170212766,0.26690057928474664,-0.034375,0.9999999999999999,0.375,-0.03624999999999999,0.3160904255319149,-0.3993749999999999,-0.9999999999999999
oracle_context_only,92,direct_success,0.01,-0.03625,-0.03125,6,26,0.472406914893617,-0.010145922426911508,-0.3175,0.0,0.03125,-0.025312499999999995,-0.0203125,12,25,0.3168218085106383,-0.1533440346565685,-0.3749999999999999,-0.6,-0.1875,-0.011249999999999993,-0.00625,13,17,0.41043882978723406,-0.08272190038216513,-0.24937499999999996,-0.41039134083406165,0.0,0.0246875,0.0296875,26,7,0.7476728723404256,0.25825976281057633,-0.009999999999999998,0.9999999999999999,0.40625,-0.03625,0.3168218085106383,-0.3749999999999999,-0.6
oracle_context_only,92,direct_success,0.1,-0.03625,-0.03125,6,26,0.472406914893617,-0.010145922426911508,-0.3175,0.0,0.03125,-0.025312499999999995,-0.0203125,12,25,0.3168218085106383,-0.1533440346565685,-0.3749999999999999,-0.6,-0.1875,-0.011249999999999993,-0.00625,13,17,0.41043882978723406,-0.08278934520718291,-0.24937499999999996,-0.41039134083406165,0.0,0.0246875,0.0296875,26,7,0.7476728723404256,0.25825976281057633,-0.009999999999999998,0.9999999999999999,0.40625,-0.03625,0.3168218085106383,-0.3749999999999999,-0.6
oracle_context_only,92,direct_grounded,10.0,-0.034687499999999996,-0.0296875,11,30,0.44461436170212765,-0.05280107301025587,-0.375,0.051298917604257706,0.015625,-0.03156249999999999,-0.0265625,11,28,0.3120345744680851,-0.14865744181569934,-0.3749999999999999,-0.6,-0.1796875,-0.037812499999999985,-0.0328125,6,27,0.39700797872340426,-0.08667729262009773,-0.3749999999999999,-0.39999999999999997,-0.109375,0.023125,0.028125,25,7,0.7459441489361702,0.2630122188418143,-0.041249999999999995,0.9999999999999999,0.4140625,-0.037812499999999985,0.3120345744680851,-0.375,-0.6
oracle_context_only,92,direct_terminal_utility,0.01,-0.0409375,-0.0359375,4,27,0.45152925531914895,-0.02685085408680148,-0.320625,0.051298917604257706,0.0078125,-0.025312499999999995,-0.0203125,12,25,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625,-0.011249999999999993,-0.00625,13,17,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0,0.023125,0.028125,25,7,0.7532579787234043,0.2619280083403912,-0.04,0.9999999999999999,0.3984375,-0.0409375,0.3157579787234043,-0.3749999999999999,-0.6
oracle_context_only,92,direct_terminal_utility,0.1,-0.0409375,-0.0359375,4,27,0.45152925531914895,-0.02685085408680148,-0.320625,0.051298917604257706,0.0078125,-0.025312499999999995,-0.0203125,12,25,0.3157579787234043,-0.15176648374944549,-0.3749999999999999,-0.6,-0.1640625,-0.011249999999999993,-0.00625,13,17,0.41668882978723404,-0.07631052951614632,-0.24937499999999996,-0.41039134083406165,0.0,0.023125,0.028125,25,7,0.7532579787234043,0.2619280083403912,-0.04,0.9999999999999999,0.3984375,-0.0409375,0.3157579787234043,-0.3749999999999999,-0.6
oracle_context_only,92,direct_success,1.0,-0.0409375,-0.0359375,4,27,0.46589095744680853,-0.013517752428867142,-0.320625,0.0,0.0078125,-0.03156249999999999,-0.0265625,11,28,0.315625,-0.15668378724174742,-0.3749999999999999,-0.7999999999999999,-0.21875,-0.011249999999999993,-0.00625,13,17,0.41043882978723406,-0.08266597052727236,-0.24937499999999996,-0.41039134083406165,0.0,0.0246875,0.0296875,26,7,0.747938829787234,0.25857270538712346,-0.009999999999999998,0.9999999999999999,0.40625,-0.0409375,0.315625,-0.3749999999999999,-0.7999999999999999
oracle_context_only,92,ridge_potential_success,10.0,-0.042499999999999996,-0.0375,5,29,0.43783244680851063,-0.046206285120103344,-0.375,-0.3,-0.015625,-0.012812499999999996,-0.0078125,14,19,0.3259973404255319,-0.13816607028503824,-0.3749999999999999,-0.6,-0.1015625,-0.02062499999999999,-0.015625,15,25,0.41469414893617024,-0.08674884993444584,-0.3749999999999999,-0.6,-0.0234375,0.024687499999999998,0.0296875,26,7,0.7519281914893617,0.26135354004335554,-0.009999999999999998,0.9999999999999999,0.40625,-0.042499999999999996,0.3259973404255319,-0.375,-0.6
