factor,case_id,suite,task_id,init_state_id,rollout_seed,source_file__frozen_factor_ridge,source_file__max_value,source_run__frozen_factor_ridge,source_run__max_value,task_description__frozen_factor_ridge,task_description__max_value,pair_id__frozen_factor_ridge,pair_id__max_value,rollout_id__frozen_factor_ridge,rollout_id__max_value,success__frozen_factor_ridge,success__max_value,final_t__frozen_factor_ridge,final_t__max_value,num_queries__frozen_factor_ridge,num_queries__max_value,selected_not_max_value_rate__frozen_factor_ridge,selected_not_max_value_rate__max_value,mean_value_sacrifice__frozen_factor_ridge,mean_value_sacrifice__max_value,model_payload_sha256__frozen_factor_ridge,model_payload_sha256__max_value,candidate_count_min__frozen_factor_ridge,candidate_count_min__max_value,candidate_count_max__frozen_factor_ridge,candidate_count_max__max_value,failure_type__frozen_factor_ridge,failure_type__max_value,target_drop__frozen_factor_ridge,target_drop__max_value,official_safety_violation__frozen_factor_ridge,official_safety_violation__max_value,pair_complete,success_delta,discordance,independent_group
Environment,frozen_closed_loop__Environment,libero_object_env,8,8,5280485,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,8,8,5,5,False,False,280,280,18,18,0.8333333333333334,0.0,0.003972964154349433,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,timeout_no_goal,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|8
Environment,frozen_closed_loop__Environment,libero_object_env,8,8,5280582,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,8,8,6,6,False,False,280,280,18,18,0.8888888888888888,0.0,0.005648399392763774,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|8
Environment,frozen_closed_loop__Environment,libero_object_env,8,8,5280679,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,8,8,7,7,False,False,280,280,18,18,0.8888888888888888,0.0,0.010070717997021146,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,kinematic_deadlock_candidate,kinematic_deadlock_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|8
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290000,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,0,0,False,False,280,280,18,18,0.8888888888888888,0.0,0.002902155121167501,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,kinematic_deadlock_candidate,kinematic_deadlock_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290097,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,1,1,False,False,280,280,18,18,0.5555555555555556,0.0,0.006488334801461961,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,timeout_no_goal,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290194,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,2,2,False,False,280,280,18,18,0.4444444444444444,0.0,0.003487745920817057,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290291,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,3,3,False,False,280,280,18,18,0.6666666666666666,0.0,0.0032452957497702706,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,kinematic_deadlock_candidate,kinematic_deadlock_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290388,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,4,4,False,False,280,280,18,18,0.7777777777777778,0.0,0.002814191910955641,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,kinematic_deadlock_candidate,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290485,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,5,5,False,False,280,280,18,18,0.5555555555555556,0.0,0.0021145426564746434,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,timeout_no_goal,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290582,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,6,6,False,False,280,280,18,18,0.7777777777777778,0.0,0.0037397493918736777,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,kinematic_deadlock_candidate,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,8,9,5290679,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket,9,9,7,7,False,False,280,280,18,18,0.7222222222222222,0.0,0.0049154725339677595,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,timeout_no_goal,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|8|9
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300000,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,0,0,True,True,113,119,8,8,0.75,0.0,0.029967769980430603,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300097,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,1,1,True,True,113,119,8,8,1.0,0.0,0.0007013529539108276,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300194,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,2,2,True,True,119,119,8,8,0.625,0.0,0.0014581643044948578,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300291,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,3,3,True,True,113,119,8,8,0.75,0.0,0.000720582902431488,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300388,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,4,4,True,True,113,119,8,8,0.5,0.0,0.0005194954574108124,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300485,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,5,5,True,True,113,119,8,8,0.75,0.0,0.00045393407344818115,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300582,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,6,6,True,True,119,113,8,8,0.375,0.0,0.0003776177763938904,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,5,5300679,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,10,10,7,7,True,True,114,119,8,8,1.0,0.0,0.08374154940247536,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|5
Environment,frozen_closed_loop__Environment,libero_object_env,9,6,5310000,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,11,11,0,0,True,True,115,116,8,8,0.875,0.0,0.004242837429046631,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|6
Environment,frozen_closed_loop__Environment,libero_object_env,9,6,5310097,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,11,11,1,1,True,True,117,115,8,8,0.625,0.0,0.0005417168140411377,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|6
Environment,frozen_closed_loop__Environment,libero_object_env,9,6,5310194,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket,11,11,2,2,True,True,117,115,8,8,0.75,0.0,0.002984229475259781,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,success,success,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|9|6
